"","X.1","X","price","lot_size","waterfront","age","land_value","construction","air_cond","fuel","heat","sewer","living_area","fireplaces","bathrooms","rooms","waterfront2","air_cond2","construction2","sewer2"
"1047",1047,1047,204900,0.39,0,29,24600,0,0,4,3,3,1734,1,2.5,7,"No","No","No","Public"
"1048",1048,1048,234000,0.31,0,32,25100,0,0,2,2,3,2014,1,1.5,7,"No","No","No","Public"
"1049",1049,1049,236000,0.42,0,36,30900,0,0,2,2,3,2056,1,1.5,9,"No","No","No","Public"
"1050",1050,1050,124000,0.46,0,36,32700,0,0,2,2,3,1745,0,1.5,6,"No","No","No","Public"
"1051",1051,1051,199100,0.14,0,13,18400,0,1,2,2,3,1352,1,1.5,5,"No","Yes","No","Public"
"1052",1052,1052,245000,0.5,0,30,29000,0,0,2,3,3,2259,1,2.5,9,"No","No","No","Public"
"1053",1053,1053,264000,0.35,0,33,35300,0,0,2,2,2,2572,1,2.5,11,"No","No","No","Private"
"1054",1054,1054,105000,0.15,0,18,18500,0,0,3,4,3,924,1,1,7,"No","No","No","Public"
"1055",1055,1055,187000,0.32,0,21,35000,0,1,2,2,3,2000,0,1.5,7,"No","Yes","No","Public"
"1056",1056,1056,127000,0.17,0,21,11900,0,1,2,2,3,929,0,1.5,6,"No","Yes","No","Public"
"1057",1057,1057,100000,0.48,0,42,15800,0,0,4,2,2,1540,0,1,7,"No","No","No","Private"
"1058",1058,1058,251000,0.77,0,44,47000,0,1,4,2,2,1730,1,2,9,"No","Yes","No","Private"
"1059",1059,1059,105000,0.95,0,50,36800,0,0,4,3,2,1500,1,1,5,"No","No","No","Private"
"1060",1060,1060,431250,0.53,0,10,65800,0,1,2,2,3,2522,1,2.5,12,"No","Yes","No","Public"
"1061",1061,1061,149900,0.06,0,19,16400,0,1,3,4,3,1479,1,1.5,4,"No","Yes","No","Public"
"1062",1062,1062,180000,0.46,0,36,32700,0,1,2,2,3,1922,1,1.5,9,"No","Yes","No","Public"
"1063",1063,1063,123500,0.18,0,20,12600,0,0,2,2,3,1215,1,1.5,5,"No","No","No","Public"
"1064",1064,1064,253000,0.47,0,33,33200,0,1,2,2,3,2772,2,3,12,"No","Yes","No","Public"
"1065",1065,1065,330000,0.47,0,6,16500,0,0,2,2,3,2574,0,2.5,12,"No","No","No","Public"
"1066",1066,1066,124500,0.19,0,21,18900,0,0,3,4,3,945,0,1,3,"No","No","No","Public"
"1067",1067,1067,424200,1.82,0,19,130700,0,1,2,2,3,2914,1,3.5,10,"No","Yes","No","Public"
"1068",1068,1068,120000,0.21,0,19,14700,0,1,3,4,3,1480,0,1.5,7,"No","Yes","No","Public"
"1069",1069,1069,205000,0.42,0,32,29400,0,0,2,2,3,1914,1,1.5,5,"No","No","No","Public"
"1070",1070,1070,175000,0.36,0,27,37000,0,1,2,2,3,1354,1,2,5,"No","Yes","No","Public"
"1071",1071,1071,295000,0.49,0,4,36900,0,1,2,2,3,2302,1,2.5,7,"No","Yes","No","Public"
"1072",1072,1072,156500,0.21,0,19,19100,0,1,3,4,3,1234,1,2,6,"No","Yes","No","Public"
"1073",1073,1073,143000,0.09,0,18,17600,0,1,3,4,3,1480,0,1.5,6,"No","Yes","No","Public"
"1074",1074,1074,215000,0.29,0,27,33000,0,1,2,2,3,1665,1,2,5,"No","Yes","No","Public"
"1075",1075,1075,287000,0.4,0,6,12000,0,0,2,2,3,2182,1,2.5,10,"No","No","No","Public"
"1076",1076,1076,122500,0.23,0,18,19300,0,0,3,4,3,924,1,1,7,"No","No","No","Public"
"1077",1077,1077,180000,1,0,19,49300,0,0,3,4,3,1220,0,2,5,"No","No","No","Public"
"1078",1078,1078,143000,0.09,0,18,17600,0,1,3,4,3,1480,0,1.5,8,"No","Yes","No","Public"
"1079",1079,1079,137000,0.08,0,21,17200,0,0,3,4,3,1375,1,1.5,3,"No","No","No","Public"
"1080",1080,1080,271000,0.47,0,22,61300,0,1,2,2,3,2003,1,2.5,7,"No","Yes","No","Public"
"1081",1081,1081,129900,0.07,0,15,1800,0,1,2,2,3,1480,1,2.5,5,"No","Yes","No","Public"
"1082",1082,1082,133000,0.06,0,15,1600,0,1,2,2,3,1480,0,1.5,6,"No","Yes","No","Public"
"1083",1083,1083,179000,0.25,0,11,8300,0,1,2,2,3,1456,0,1,8,"No","Yes","No","Public"
"1084",1084,1084,302000,0.72,0,5,27200,0,0,2,2,2,1888,1,2.5,9,"No","No","No","Private"
"1085",1085,1085,168000,0.92,0,28,8700,0,0,4,2,2,1112,0,1,8,"No","No","No","Private"
"1086",1086,1086,120000,0.19,0,16,3400,0,0,2,2,3,1480,1,1.5,6,"No","No","No","Public"
"1087",1087,1087,119000,0.07,0,15,1800,0,1,3,2,3,1480,1,2.5,3,"No","Yes","No","Public"
"1088",1088,1088,168000,0.35,0,27,7900,0,1,2,3,2,1836,0,2,5,"No","Yes","No","Private"
"1089",1089,1089,124900,0.98,0,96,16100,0,0,4,3,3,1522,0,2,7,"No","No","No","Public"
"1090",1090,1090,415000,2.92,0,1,20000,0,1,2,2,2,2709,1,2.5,10,"No","Yes","No","Private"
"1091",1091,1091,150000,0.99,0,10,9900,0,1,4,2,2,1020,0,2,5,"No","Yes","No","Private"
"1092",1092,1092,310000,4,0,20,14000,0,0,2,3,2,2208,1,2,10,"No","No","No","Private"
"1093",1093,1093,157000,0.46,0,18,7800,0,0,3,4,2,1368,0,1,7,"No","No","No","Private"
"1094",1094,1094,205000,0.8,0,28,18000,0,0,2,2,2,2488,1,2.5,7,"No","No","No","Private"
"1095",1095,1095,275000,0.46,0,7,18400,0,0,2,2,3,1865,0,2.5,8,"No","No","No","Public"
"1096",1096,1096,320000,0.46,0,10,18400,0,1,2,2,2,3174,0,4,12,"No","Yes","No","Private"
"1097",1097,1097,380000,0.74,0,17,23000,0,1,2,2,2,2944,1,2.5,12,"No","Yes","No","Private"
"1098",1098,1098,119900,0.46,0,23,7800,0,0,2,2,2,960,0,1,4,"No","No","No","Private"
"1099",1099,1099,345000,0.82,0,15,15000,0,0,2,2,2,3142,1,2.5,11,"No","No","No","Private"
"1100",1100,1100,145000,0.46,0,32,11500,0,0,4,2,2,1666,1,2,9,"No","No","No","Private"
"1101",1101,1101,123000,0.07,0,77,14100,0,0,4,2,2,708,1,1,7,"No","No","No","Private"
"1102",1102,1102,202500,0.79,0,17,17900,0,1,4,2,2,1598,1,2,8,"No","Yes","No","Private"
"1103",1103,1103,182000,1,0,13,4000,0,1,2,2,2,1564,1,2,4,"No","Yes","No","Private"
"1104",1104,1104,175000,0.63,0,14,5500,0,0,2,2,2,1224,0,1.5,7,"No","No","No","Private"
"1105",1105,1105,132500,0.21,0,77,3500,0,0,2,2,3,1379,0,1,7,"No","No","No","Public"
"1106",1106,1106,239000,0.41,0,41,25400,0,0,2,3,3,2310,1,2.5,7,"No","No","No","Public"
"1107",1107,1107,86125,0.01,0,14,1200,0,0,2,3,3,960,0,1.5,6,"No","No","No","Public"
"1108",1108,1108,245000,1.28,0,16,50000,0,0,3,4,2,960,0,1,8,"No","No","No","Private"
"1109",1109,1109,229900,1.64,0,52,25700,0,0,2,3,2,1820,2,2.5,7,"No","No","No","Private"
"1110",1110,1110,129000,0.33,0,95,2500,0,0,4,3,2,1632,0,2,4,"No","No","No","Private"
"1111",1111,1111,200000,0.09,0,90,5900,0,0,2,2,3,1594,0,2,3,"No","No","No","Public"
"1112",1112,1112,144200,1.19,0,16,17900,0,0,4,3,2,1290,0,2,5,"No","No","No","Private"
"1113",1113,1113,166000,0.4,0,11,300,0,0,2,2,2,1560,0,1.5,7,"No","No","No","Private"
"1114",1114,1114,178000,0.9,0,46,7400,0,0,4,2,2,1453,1,1.5,7,"No","No","No","Private"
"1115",1115,1115,165000,1,0,40,17000,0,0,4,3,2,1664,1,2,8,"No","No","No","Private"
"1116",1116,1116,218000,0.1,0,18,16200,0,1,3,4,2,2169,1,2.5,10,"No","Yes","No","Private"
"1117",1117,1117,175000,0.02,0,9,20000,0,0,2,2,2,1420,0,1,8,"No","No","No","Private"
"1118",1118,1118,145000,0.18,0,71,3100,0,0,2,2,3,1441,0,1.5,8,"No","No","No","Public"
"1119",1119,1119,195000,0.76,0,4,18100,0,0,2,2,2,1016,0,1.5,5,"No","No","No","Private"
"1120",1120,1120,288139,0.46,0,0,15200,1,0,2,2,3,2947,1,2.5,10,"No","No","Yes","Public"
"1121",1121,1121,187500,0.59,0,11,16700,0,0,4,2,2,1652,0,1.5,5,"No","No","No","Private"
"1122",1122,1122,255000,0.91,0,105,13200,0,0,4,2,2,1927,0,1.5,7,"No","No","No","Private"
"1123",1123,1123,145000,1,0,11,16000,0,0,2,2,2,960,0,1,5,"No","No","No","Private"
"1124",1124,1124,183000,0.46,0,28,15700,0,0,3,4,2,1804,1,1.5,7,"No","No","No","Private"
"1125",1125,1125,318310,0.23,0,1,72300,0,0,2,2,2,2616,1,2.5,8,"No","No","No","Private"
"1126",1126,1126,192500,1.2,0,42,17900,0,0,4,2,2,1116,0,1.5,6,"No","No","No","Private"
"1127",1127,1127,195000,1,0,52,19200,0,0,4,3,2,2147,1,1.5,7,"No","No","No","Private"
"1128",1128,1128,138000,0.87,0,36,17400,0,0,4,2,2,876,2,1.5,3,"No","No","No","Private"
"1129",1129,1129,230000,0.79,0,26,16100,0,0,3,4,2,2102,1,2.5,10,"No","No","No","Private"
"1130",1130,1130,237500,1,0,15,12100,0,0,4,2,2,1776,1,1.5,5,"No","No","No","Private"
"1131",1131,1131,375000,4.84,0,3,21500,0,1,2,3,2,1996,1,3,8,"No","Yes","No","Private"
"1132",1132,1132,105000,0.16,0,165,7200,0,0,2,2,3,1759,0,1,5,"No","No","No","Public"
"1133",1133,1133,168000,1,0,10,16200,0,0,2,2,2,1014,0,1,7,"No","No","No","Private"
"1134",1134,1134,221000,0.29,0,5,7400,0,0,2,3,3,2270,0,2.5,10,"No","No","No","Public"
"1135",1135,1135,135000,0.31,0,85,3400,0,0,4,2,3,1548,0,1.5,8,"No","No","No","Public"
"1136",1136,1136,129900,0.39,0,3,15000,0,0,2,2,3,1620,0,2,4,"No","No","No","Public"
"1137",1137,1137,344100,1.05,0,40,49800,0,1,2,2,2,2608,2,2.5,8,"No","Yes","No","Private"
"1138",1138,1138,112000,1,0,15,24500,0,0,3,4,2,1080,0,2,4,"No","No","No","Private"
"1139",1139,1139,380000,0.3,1,76,38300,0,1,2,2,3,1140,0,2,5,"Yes","Yes","No","Public"
"1140",1140,1140,125000,0.6,0,34,2700,0,0,2,2,2,1152,0,1,5,"No","No","No","Private"
"1141",1141,1141,145000,5.52,0,20,5900,0,0,3,4,2,1056,0,1,7,"No","No","No","Private"
"1142",1142,1142,190000,0.48,0,2,13400,0,0,2,4,2,1257,0,2,8,"No","No","No","Private"
"1143",1143,1143,135000,0.15,0,25,7200,0,0,2,3,3,936,1,1.5,3,"No","No","No","Public"
"1144",1144,1144,58500,0.04,0,30,1400,0,0,3,4,3,1140,0,1.5,5,"No","No","No","Public"
"1145",1145,1145,80500,0.01,0,14,1200,0,0,2,3,3,960,0,1.5,3,"No","No","No","Public"
"1146",1146,1146,150410,0.25,0,6,15000,0,0,2,2,3,1058,0,1.5,4,"No","No","No","Public"
"1147",1147,1147,170000,1,0,29,23000,0,0,3,4,2,768,0,1,6,"No","No","No","Private"
"1148",1148,1148,242551,2,0,14,38900,0,0,4,2,2,2048,1,2.5,10,"No","No","No","Private"
"1149",1149,1149,176500,0.29,0,7,1100,0,0,2,2,3,1198,1,2,3,"No","No","No","Public"
"1150",1150,1150,212000,1,0,27,5000,0,1,3,4,2,2430,0,1,9,"No","Yes","No","Private"
"1151",1151,1151,135000,0.41,0,35,1300,0,0,4,3,2,918,0,1,7,"No","No","No","Private"
"1152",1152,1152,215000,0.89,0,46,4500,0,1,4,2,2,2722,1,1.5,11,"No","Yes","No","Private"
"1153",1153,1153,262000,0.46,0,0,11100,0,0,2,2,3,2364,1,2.5,8,"No","No","No","Public"
"1154",1154,1154,155000,1,0,15,5000,0,0,4,3,2,1440,0,1,4,"No","No","No","Private"
"1155",1155,1155,207000,0.27,0,27,4600,0,0,4,2,3,1744,0,1,7,"No","No","No","Public"
"1156",1156,1156,185000,0.14,0,105,600,0,0,4,3,3,2280,0,1.5,10,"No","No","No","Public"
"1157",1157,1157,92200,0.42,0,130,1700,0,0,4,3,3,1736,0,2,5,"No","No","No","Public"
"1158",1158,1158,111000,0.74,0,95,2700,0,0,4,2,2,883,0,1,2,"No","No","No","Private"
"1159",1159,1159,97000,0.1,0,145,600,0,0,2,3,3,1001,0,1,5,"No","No","No","Public"
"1160",1160,1160,200000,1.73,0,34,11500,0,0,4,3,2,1296,0,1,5,"No","No","No","Private"
"1161",1161,1161,230000,0.47,0,14,16400,0,0,3,4,2,2304,1,2.5,9,"No","No","No","Private"
"1162",1162,1162,299900,0.62,0,13,28500,0,0,2,2,2,2076,1,2.5,9,"No","No","No","Private"
"1163",1163,1163,183855,0.34,0,51,19000,0,0,4,2,2,1468,0,1,5,"No","No","No","Private"
"1164",1164,1164,174900,0.34,0,50,19000,0,0,2,3,2,1272,1,1.5,5,"No","No","No","Private"
"1165",1165,1165,335000,3.28,0,11,39900,0,1,4,2,2,1900,1,2.5,9,"No","Yes","No","Private"
"1166",1166,1166,208000,0.47,0,53,23700,0,0,4,3,2,1548,0,1.5,8,"No","No","No","Private"
"1167",1167,1167,380000,2,0,35,36600,0,0,3,4,2,2212,1,1.5,8,"No","No","No","Private"
"1168",1168,1168,289900,0.3,0,0,35800,0,0,2,2,3,2376,1,2.5,10,"No","No","No","Public"
"1169",1169,1169,188000,0.41,0,33,13500,0,1,4,2,2,1712,1,1.5,7,"No","Yes","No","Private"
"1170",1170,1170,600000,0.99,0,1,5000,0,1,2,2,3,2660,1,3.5,8,"No","Yes","No","Public"
"1171",1171,1171,262000,0.29,0,5,25000,0,1,4,3,2,1487,0,3,5,"No","Yes","No","Private"
"1172",1172,1172,220000,2.03,0,30,10200,0,0,3,4,2,1532,1,1.5,8,"No","No","No","Private"
"1173",1173,1173,275000,0.61,0,21,16100,0,1,2,2,2,2486,1,2.5,11,"No","Yes","No","Private"
"1174",1174,1174,215000,0.46,0,25,13800,0,0,2,2,2,1918,0,2,8,"No","No","No","Private"
"1175",1175,1175,100000,0.51,0,47,14600,0,0,4,3,3,1270,0,1,7,"No","No","No","Public"
"1176",1176,1176,158500,0.17,0,19,15200,0,0,3,4,3,1406,0,1.5,7,"No","No","No","Public"
"1177",1177,1177,148900,0.15,0,18,15100,0,0,3,4,3,1385,0,1.5,6,"No","No","No","Public"
"1178",1178,1178,218000,0.45,0,16,25000,0,0,2,2,2,1300,0,1.5,4,"No","No","No","Private"
"1179",1179,1179,355840,0.87,0,0,108900,1,0,2,2,3,3259,1,2.5,10,"No","No","Yes","Public"
"1180",1180,1180,168000,0.08,0,9,1000,0,1,2,2,2,1536,0,1.5,7,"No","Yes","No","Private"
"1181",1181,1181,171000,0.58,0,14,19000,0,0,4,2,1,1636,1,1.5,9,"No","No","No","None"
"1182",1182,1182,195000,0.41,0,15,18700,0,0,2,2,2,1944,1,1.5,7,"No","No","No","Private"
"1183",1183,1183,201880,0.46,0,19,18800,0,0,2,2,2,1676,1,2,7,"No","No","No","Private"
"1184",1184,1184,145000,0.47,0,12,10700,0,1,2,2,2,1040,0,1,5,"No","Yes","No","Private"
"1185",1185,1185,206000,0.01,0,13,1000,0,1,2,2,2,1800,1,2.5,7,"No","Yes","No","Private"
"1186",1186,1186,78000,0.14,0,85,7800,0,0,4,2,2,1394,1,1.5,6,"No","No","No","Private"
"1187",1187,1187,320900,0.47,1,5,20400,0,0,4,3,2,1885,1,2,7,"Yes","No","No","Private"
"1188",1188,1188,159000,0.61,0,1,19500,0,0,4,3,2,1056,0,2,4,"No","No","No","Private"
"1189",1189,1189,180000,0.16,0,38,54900,0,0,2,2,3,1593,0,1.5,4,"No","No","No","Public"
"1190",1190,1190,129900,0.05,0,125,45000,0,0,4,3,3,1436,0,1,5,"No","No","No","Public"
"1191",1191,1191,150000,0.38,0,34,57800,0,0,2,2,3,1668,1,1.5,5,"No","No","No","Public"
"1192",1192,1192,171134,0.25,0,35,50000,0,0,2,2,3,1302,0,2,4,"No","No","No","Public"
"1193",1193,1193,151000,0.37,0,33,57200,0,1,2,2,3,1239,1,1,7,"No","Yes","No","Public"
"1194",1194,1194,100000,0.31,0,85,64400,0,0,4,3,3,840,0,1,3,"No","No","No","Public"
"1195",1195,1195,655000,0.19,0,55,103000,0,0,2,2,3,780,0,1.5,6,"No","No","No","Public"
"1196",1196,1196,243500,0.29,0,3,64400,0,1,2,2,3,1728,0,2.5,7,"No","Yes","No","Public"
"1197",1197,1197,265000,0.18,0,140,56700,0,0,2,2,3,1666,0,1,8,"No","No","No","Public"
"1198",1198,1198,400000,0.24,0,4,75400,0,1,2,2,3,2022,1,2.5,7,"No","Yes","No","Public"
"1199",1199,1199,272800,0.08,0,46,183300,0,0,2,2,2,2225,1,2,9,"No","No","No","Private"
"1200",1200,1200,255000,0.17,0,115,53700,0,0,2,2,3,1023,0,1,6,"No","No","No","Public"
"1201",1201,1201,220000,0.13,0,17,51400,0,1,3,4,3,1290,0,1.5,4,"No","Yes","No","Public"
"1202",1202,1202,775000,0.48,0,31,72600,0,1,2,2,3,3968,4,3.5,12,"No","Yes","No","Public"
"1203",1203,1203,233000,0.14,0,129,93000,0,0,2,3,3,1699,0,1,9,"No","No","No","Public"
"1204",1204,1204,216977,0.48,0,27,57800,0,0,2,3,3,2137,0,1,9,"No","No","No","Public"
"1205",1205,1205,245000,0.03,0,5,27000,0,1,2,2,3,1428,1,2.5,4,"No","Yes","No","Public"
"1206",1206,1206,159000,0.24,0,35,49100,0,1,2,2,3,936,0,1,8,"No","Yes","No","Public"
"1207",1207,1207,725000,0.21,0,3,70600,0,1,2,2,3,2586,1,3,10,"No","Yes","No","Public"
"1208",1208,1208,268300,0.16,0,6,36800,0,0,2,2,3,1373,1,2,5,"No","No","No","Public"
"1209",1209,1209,159000,0.28,0,33,51800,0,0,2,2,3,1272,0,1,6,"No","No","No","Public"
"1210",1210,1210,155000,0.3,0,33,53000,0,1,2,2,3,1368,1,2,8,"No","Yes","No","Public"
"1211",1211,1211,345000,0.29,0,18,46400,0,1,2,2,3,2120,1,2.5,11,"No","Yes","No","Public"
"1212",1212,1212,165200,0.3,0,34,53000,0,0,2,2,3,1279,0,1,5,"No","No","No","Public"
"1213",1213,1213,185000,0.53,0,35,66500,0,1,2,2,3,1104,0,1,3,"No","Yes","No","Public"
"1214",1214,1214,225500,0.28,0,41,64000,0,0,2,3,3,1092,1,1,4,"No","No","No","Public"
"1215",1215,1215,420000,0.11,0,121,87000,0,0,2,3,3,2247,0,2,10,"No","No","No","Public"
"1216",1216,1216,220000,0.18,0,53,101000,0,0,2,3,3,1146,0,1.5,7,"No","No","No","Public"
"1217",1217,1217,620000,0.53,0,23,225800,0,0,2,2,3,3250,2,2.5,10,"No","No","No","Public"
"1218",1218,1218,260000,0.35,0,18,50000,0,1,2,2,3,1920,1,2.5,10,"No","Yes","No","Public"
"1219",1219,1219,359900,0.5,0,0,65000,0,0,2,2,3,1932,1,2,7,"No","No","No","Public"
"1220",1220,1220,375000,0.14,0,4,112100,0,1,2,2,3,1620,0,2.5,7,"No","Yes","No","Public"
"1221",1221,1221,302900,0.22,0,50,72000,0,0,2,3,3,1640,0,1,4,"No","No","No","Public"
"1222",1222,1222,175000,0.17,0,39,55800,0,0,2,2,3,1040,0,1.5,6,"No","No","No","Public"
"1223",1223,1223,260000,5.35,0,37,137800,0,1,4,2,2,1676,0,2,8,"No","Yes","No","Private"
"1224",1224,1224,270000,0.33,0,16,48800,0,1,2,2,3,1991,1,2.5,6,"No","Yes","No","Public"
"1225",1225,1225,485000,0.24,0,17,60200,0,1,2,2,3,1908,1,3.5,9,"No","Yes","No","Public"
"1226",1226,1226,200000,0.57,0,85,62500,0,0,4,2,3,966,0,1,4,"No","No","No","Public"
"1227",1227,1227,367000,0.03,0,19,27000,0,1,2,2,3,1815,1,2.5,5,"No","Yes","No","Public"
"1228",1228,1228,175000,0.3,0,32,53000,0,0,2,2,3,1664,0,1,7,"No","No","No","Public"
"1229",1229,1229,203000,0.04,0,19,25600,0,1,2,2,3,1216,1,2,4,"No","Yes","No","Public"
"1230",1230,1230,170000,0.16,0,33,54900,0,1,2,2,3,1564,0,2,7,"No","Yes","No","Public"
"1231",1231,1231,375000,0.31,0,32,143200,0,1,2,2,3,2752,1,2.5,10,"No","Yes","No","Public"
"1232",1232,1232,159900,0.25,0,35,50000,0,0,2,2,3,936,0,1,4,"No","No","No","Public"
"1233",1233,1233,230000,0.14,0,95,50800,0,0,2,2,3,1617,0,1.5,9,"No","No","No","Public"
"1234",1234,1234,375000,0.12,0,69,195000,0,0,2,3,3,1452,1,2,5,"No","No","No","Public"
"1235",1235,1235,421000,0.31,0,5,80600,0,1,2,2,3,1911,1,2.5,6,"No","Yes","No","Public"
"1236",1236,1236,218000,0.28,0,31,80800,0,1,2,2,3,1580,0,1.5,4,"No","Yes","No","Public"
"1237",1237,1237,167850,0.27,0,34,51200,0,1,2,2,3,1920,1,1,5,"No","Yes","No","Public"
"1238",1238,1238,252500,0.21,0,80,115000,0,0,2,3,3,1155,0,1.5,7,"No","No","No","Public"
"1239",1239,1239,650000,0.34,0,3,82400,0,1,2,2,3,3770,1,2.5,12,"No","Yes","No","Public"
"1240",1240,1240,380000,0.04,0,18,36000,0,1,2,2,3,1675,1,2.5,6,"No","Yes","No","Public"
"1241",1241,1241,214500,0.21,0,33,107000,0,0,2,2,3,912,0,1,4,"No","No","No","Public"
"1242",1242,1242,218500,0.17,0,115,55800,0,0,2,3,3,1510,0,1,8,"No","No","No","Public"
"1243",1243,1243,174000,0.16,0,35,54900,0,1,2,2,3,864,0,1,6,"No","Yes","No","Public"
"1244",1244,1244,225000,0.46,0,35,62600,0,1,2,2,3,1600,0,2,6,"No","Yes","No","Public"
"1245",1245,1245,309750,0.07,0,15,48200,0,1,2,2,3,1744,1,2.5,5,"No","Yes","No","Public"
"1246",1246,1246,658300,0.69,0,3,101500,0,1,2,2,3,3208,1,2.5,11,"No","Yes","No","Public"
"1247",1247,1247,203000,0.06,0,16,45800,0,1,2,2,3,1290,0,1.5,7,"No","Yes","No","Public"
"1248",1248,1248,375000,0.03,0,19,27000,0,1,2,2,3,1900,1,2.5,7,"No","Yes","No","Public"
"1249",1249,1249,62500,1,0,25,24700,0,0,4,2,2,2808,0,1,11,"No","No","No","Private"
"1250",1250,1250,205000,0.19,0,18,7300,0,0,2,2,3,1576,0,1.5,4,"No","No","No","Public"
"1251",1251,1251,84500,0.2,0,135,7300,0,0,2,3,3,1118,0,1,5,"No","No","No","Public"
"1252",1252,1252,280500,1.09,0,8,23000,0,1,2,2,2,1752,2,2,6,"No","Yes","No","Private"
"1253",1253,1253,182000,0.02,0,32,22500,0,0,3,4,2,1753,0,1.5,5,"No","No","No","Private"
"1254",1254,1254,571000,1,0,14,128500,0,1,2,2,1,2186,0,2.5,10,"No","Yes","No","None"
"1255",1255,1255,168000,0.25,0,35,50000,0,0,2,2,3,1800,0,1,5,"No","No","No","Public"
"1256",1256,1256,354000,0.46,0,30,56600,0,1,2,2,3,2462,1,2.5,10,"No","Yes","No","Public"
"1257",1257,1257,238000,0.2,0,50,70000,0,0,2,3,3,1286,0,2,10,"No","No","No","Public"
"1258",1258,1258,182000,0.16,0,35,97000,0,1,2,2,3,1337,0,1,8,"No","Yes","No","Public"
"1259",1259,1259,218500,0.17,0,5,37600,0,0,2,2,3,1170,1,2.5,4,"No","No","No","Public"
"1260",1260,1260,227500,0.55,0,53,73400,0,0,2,2,3,1185,0,1,4,"No","No","No","Public"
"1261",1261,1261,375000,0.5,0,19,59000,0,1,2,2,3,2424,1,2.5,8,"No","Yes","No","Public"
"1262",1262,1262,399900,0.09,0,125,83000,0,0,2,3,3,1828,0,1.5,7,"No","No","No","Public"
"1263",1263,1263,360000,0.34,0,41,80000,0,1,3,4,2,2176,1,2.5,8,"No","Yes","No","Private"
"1264",1264,1264,412500,0.39,0,4,85400,0,1,2,2,3,2000,1,2.5,6,"No","Yes","No","Public"
"1265",1265,1265,268500,0.18,0,10,38400,0,1,2,2,3,1340,1,2.5,8,"No","Yes","No","Public"
"1266",1266,1266,300300,0.13,0,52,63000,0,0,2,2,3,1208,0,1,6,"No","No","No","Public"
"1267",1267,1267,382500,0.19,0,2,57600,0,1,2,2,3,2244,1,2.5,10,"No","Yes","No","Public"
"1268",1268,1268,189000,0.3,0,31,53000,0,0,2,2,3,1592,1,1.5,7,"No","No","No","Public"
"1269",1269,1269,295000,0.39,0,17,52400,0,1,2,2,3,1831,1,2.5,7,"No","Yes","No","Public"
"1270",1270,1270,220000,0.01,0,37,182600,0,0,2,3,2,1093,1,1.5,5,"No","No","No","Private"
"1271",1271,1271,223000,0.12,0,110,89000,0,0,2,3,3,1460,0,1,5,"No","No","No","Public"
"1272",1272,1272,399000,0.25,0,152,115000,0,0,2,3,3,2128,1,1.5,10,"No","No","No","Public"
"1273",1273,1273,169480,0.24,0,30,49100,0,0,2,2,3,1368,0,1,5,"No","No","No","Public"
"1274",1274,1274,347750,0.15,0,1,36000,0,1,2,2,3,2200,1,2.5,8,"No","Yes","No","Public"
"1275",1275,1275,455000,0.25,0,23,61000,0,1,2,2,3,2310,1,3,8,"No","Yes","No","Public"
"1276",1276,1276,249900,0.04,0,12,25600,0,1,2,2,3,1776,1,2.5,7,"No","Yes","No","Public"
"1277",1277,1277,250000,0.05,0,8,32000,0,1,3,4,3,1852,0,2.5,9,"No","Yes","No","Public"
"1278",1278,1278,265000,0.32,0,42,144900,0,1,2,2,3,1092,0,2,4,"No","Yes","No","Public"
"1279",1279,1279,670000,0.11,0,121,87000,0,0,2,3,3,2247,0,2,8,"No","No","No","Public"
"1280",1280,1280,195000,0.11,0,19,49800,0,1,2,2,3,1311,0,1.5,8,"No","Yes","No","Public"
"1281",1281,1281,360000,0.13,0,4,110200,0,1,2,2,3,1392,0,2.5,4,"No","Yes","No","Public"
"1282",1282,1282,175000,0.4,0,33,59000,0,1,2,2,3,1116,0,1.5,8,"No","Yes","No","Public"
"1283",1283,1283,166500,0.1,0,115,49500,0,0,2,2,3,812,0,1,4,"No","No","No","Public"
"1284",1284,1284,190100,0.48,0,27,31700,0,0,2,2,2,1872,1,2.5,8,"No","No","No","Private"
"1285",1285,1285,180500,0.75,0,8,20500,0,1,3,2,3,1248,0,2,5,"No","Yes","No","Public"
"1286",1286,1286,440000,0.19,1,3,97300,0,0,2,3,2,1702,0,2,4,"Yes","No","No","Private"
"1287",1287,1287,170000,0.51,0,57,13300,0,0,4,3,2,1346,1,1,4,"No","No","No","Private"
"1288",1288,1288,220000,0.63,0,20,17700,0,0,2,3,2,1596,1,2,6,"No","No","No","Private"
"1289",1289,1289,70500,0.09,0,57,1000,0,0,2,2,3,884,0,1,7,"No","No","No","Public"
"1290",1290,1290,65000,0.13,0,137,700,0,0,2,2,2,814,0,1,3,"No","No","No","Private"
"1291",1291,1291,127500,0.19,0,71,3200,0,0,2,2,3,720,0,1,5,"No","No","No","Public"
"1292",1292,1292,155000,0.57,0,28,2600,0,0,3,4,2,2051,0,1,5,"No","No","No","Private"
"1293",1293,1293,255500,0.92,0,11,2600,0,1,4,2,2,1590,1,2,6,"No","Yes","No","Private"
"1294",1294,1294,136000,0.35,0,39,1600,0,0,3,4,2,1202,0,1,6,"No","No","No","Private"
"1295",1295,1295,204000,0.86,0,16,4300,0,0,4,3,2,2016,0,1.5,5,"No","No","No","Private"
"1296",1296,1296,200000,0.8,0,6,2000,0,0,2,2,2,1274,1,2,6,"No","No","No","Private"
